Headline,Generated_Expression,Generation_Method,First_Selection,Final_Selection
Portugal sem casos de crianças com reação inflamatória rara,"mais vale pão inflamatório, que nenhum.
",Analogy,TFIDFVectorizer,BERT
Portugal sem casos de crianças com reação inflamatória rara,"nuvens inflamatórias, sem ligação, bom tempo, brisas de feição.
",Analogy,BERT,TFIDFVectorizer
Portugal sem casos de crianças com reação inflamatória rara,"mito, azeite e amigos, os mais inflamatórios.
",Analogy,BERT,BERT
Portugal sem casos de crianças com reação inflamatória rara,"atrás de mim virá quem de mim raríssimo fará.
",Comp_Vec,TFIDFVectorizer,TFIDFVectorizer
Portugal sem casos de crianças com reação inflamatória rara,-,Comp_Vec,TFIDFVectorizer,BERT
Portugal sem casos de crianças com reação inflamatória rara,"chuva miúda e neve inflamatória, são raríssimo alimento de terra lavrada.
",Comp_Vec,BERT,TFIDFVectorizer
Portugal sem casos de crianças com reação inflamatória rara,"Descobrindo a Variável Perfeita
",Comp_Vec,BERT,BERT
Portugal sem casos de crianças com reação inflamatória rara,"As Crianças de Paris
",-,-,TFIDFVectorizer
Portugal sem casos de crianças com reação inflamatória rara,"nuvens finas, sem ligação, bom tempo, brisas de feição.
",-,-,BERT
Supremo suspende nomeação de amigo de Bolsonaro para a polícia,"de nomeação todos madrugam.
",Substitution,TFIDFVectorizer,TFIDFVectorizer
Supremo suspende nomeação de amigo de Bolsonaro para a polícia,"ninguém aponte as faltas alheias com o companheiro sujo.
",Substitution,TFIDFVectorizer,BERT
Supremo suspende nomeação de amigo de Bolsonaro para a polícia,"a nomeação faz a força.
",Substitution,BERT,TFIDFVectorizer
Supremo suspende nomeação de amigo de Bolsonaro para a polícia,"Daqui Fala o Morto
",Substitution,BERT,BERT
Supremo suspende nomeação de amigo de Bolsonaro para a polícia,"suspenda a suspensão onde falta a polícia.
",Analogy,TFIDFVectorizer,TFIDFVectorizer
Supremo suspende nomeação de amigo de Bolsonaro para a polícia,"E se o amor suspenda...
",Analogy,TFIDFVectorizer,BERT
Supremo suspende nomeação de amigo de Bolsonaro para a polícia,"Propaganda - A Arte de Vender Mentiras
",Analogy,BERT,TFIDFVectorizer
Supremo suspende nomeação de amigo de Bolsonaro para a polícia,"ninguém apressa que não tenha que se lhe suspenda.
",Analogy,BERT,BERT
Supremo suspende nomeação de amigo de Bolsonaro para a polícia,"O Ídolo - A Força de Acreditar
",Comp_Vec,TFIDFVectorizer,TFIDFVectorizer
Supremo suspende nomeação de amigo de Bolsonaro para a polícia,"quando o gato suspenda de nomeação, os ratos passeiam.
",Comp_Vec,TFIDFVectorizer,BERT
Supremo suspende nomeação de amigo de Bolsonaro para a polícia,"para a nomeação não suspenda pão duro.
",Comp_Vec,BERT,TFIDFVectorizer
Supremo suspende nomeação de amigo de Bolsonaro para a polícia,"vermelho nascente que pronto suspenda, tempo de chuva que está p'ra demora.
",Comp_Vec,BERT,BERT
Supremo suspende nomeação de amigo de Bolsonaro para a polícia,"amigo do seu amigo meu amigo é.
",-,-,TFIDFVectorizer
Supremo suspende nomeação de amigo de Bolsonaro para a polícia,"de grão em grão a galinha enche o papo.
",-,-,BERT
Livros: Rubem Fonseca: um mestre das pequenas tragédias quotidianas,"um burro carregado de livros é um mestre.
",Substitution,TFIDFVectorizer,TFIDFVectorizer
Livros: Rubem Fonseca: um mestre das pequenas tragédias quotidianas,"Variações sobre a Europa
",Substitution,TFIDFVectorizer,BERT
Livros: Rubem Fonseca: um mestre das pequenas tragédias quotidianas,"querer é mestre.
",Substitution,BERT,TFIDFVectorizer
Livros: Rubem Fonseca: um mestre das pequenas tragédias quotidianas,"longe da vista, longe do pai.
",Substitution,BERT,BERT
Livros: Rubem Fonseca: um mestre das pequenas tragédias quotidianas,"Academia das Pequenas Bruxas
",Analogy,TFIDFVectorizer,TFIDFVectorizer
Livros: Rubem Fonseca: um mestre das pequenas tragédias quotidianas,"Selvagens: A Última Fronteira
",Analogy,TFIDFVectorizer,BERT
Livros: Rubem Fonseca: um mestre das pequenas tragédias quotidianas,"queres um conselho, pede-o ao quotidiano.
",Analogy,BERT,TFIDFVectorizer
Livros: Rubem Fonseca: um mestre das pequenas tragédias quotidianas,"falai no quotidiano que ele sempre aparece.
",Analogy,BERT,BERT
Livros: Rubem Fonseca: um mestre das pequenas tragédias quotidianas,"quotidianas tragédias e maus feitos, enganam sisudos e néscios.
",Comp_Vec,TFIDFVectorizer,TFIDFVectorizer
Livros: Rubem Fonseca: um mestre das pequenas tragédias quotidianas,"nuvens quotidianas, sem ligação, bom tempo, brisas de feição.
",Comp_Vec,TFIDFVectorizer,BERT
Livros: Rubem Fonseca: um mestre das pequenas tragédias quotidianas,"de couves quotidianas, mulheres nuas e lautas ceias estão as sepulturas tragédias.
",Comp_Vec,BERT,TFIDFVectorizer
Livros: Rubem Fonseca: um mestre das pequenas tragédias quotidianas,"a água quotidiana, na terra tragédia, é doce.
",Comp_Vec,BERT,BERT
Livros: Rubem Fonseca: um mestre das pequenas tragédias quotidianas,"Academia das Pequenas Bruxas
",-,-,TFIDFVectorizer
Livros: Rubem Fonseca: um mestre das pequenas tragédias quotidianas,"Vaticano: O rosto oculto do Estado mais pequeno do mundo
",-,-,BERT
Europa prepara retoma gradual da atividade económica,"Gente da Minha Terra - Europa
",Substitution,TFIDFVectorizer,TFIDFVectorizer
Europa prepara retoma gradual da atividade económica,"A Minha Casa Numa Árvore
",Substitution,TFIDFVectorizer,BERT
Europa prepara retoma gradual da atividade económica,"roupa económica se lava em casa.
",Substitution,BERT,TFIDFVectorizer
Europa prepara retoma gradual da atividade económica,"O Copo de Vinho Branco
",Substitution,BERT,BERT
Europa prepara retoma gradual da atividade económica,"europa do povo é europa de Deus.
",Analogy,TFIDFVectorizer,TFIDFVectorizer
Europa prepara retoma gradual da atividade económica,"O cheiro das sensações
",Analogy,TFIDFVectorizer,BERT
Europa prepara retoma gradual da atividade económica,"boa é a europa, bom é o sável, bom é o salmão - quando da país.
",Analogy,BERT,TFIDFVectorizer
Europa prepara retoma gradual da atividade económica,"nem tudo o que prata é ouro.
",Analogy,BERT,BERT
Europa prepara retoma gradual da atividade económica,"a europa gradual não mata a gente.
",Comp_Vec,TFIDFVectorizer,TFIDFVectorizer
Europa prepara retoma gradual da atividade económica,"Ultracongelados Brito e Lameiras
",Comp_Vec,TFIDFVectorizer,BERT
Europa prepara retoma gradual da atividade económica,"a gradual miséria é aquela que vem da europa.
",Comp_Vec,BERT,TFIDFVectorizer
Europa prepara retoma gradual da atividade económica,"queres um conselho, pede-o ao gradual.
",Comp_Vec,BERT,BERT
Europa prepara retoma gradual da atividade económica,"Gente da Minha Terra - Europa
",-,-,TFIDFVectorizer
Europa prepara retoma gradual da atividade económica,"a boca do ambicioso só se fecha com terra de sepultura.
",-,-,BERT
Desporto? Governo tomará decisões de forma a estar assegurada a segurança,"para governo, governo e meio.
",Substitution,TFIDFVectorizer,TFIDFVectorizer
Desporto? Governo tomará decisões de forma a estar assegurada a segurança,"A Maldição da Bruxa dos Sonhos
",Substitution,TFIDFVectorizer,BERT
Desporto? Governo tomará decisões de forma a estar assegurada a segurança,"A Casa de governo Padre
",Substitution,BERT,TFIDFVectorizer
Desporto? Governo tomará decisões de forma a estar assegurada a segurança,"uma desgraça nunca está só.
",Substitution,BERT,BERT
Desporto? Governo tomará decisões de forma a estar assegurada a segurança,"cada um toma de si, e Deus de todos.
",Analogy,TFIDFVectorizer,TFIDFVectorizer
Desporto? Governo tomará decisões de forma a estar assegurada a segurança,"muito queira quem não toma.
",Analogy,TFIDFVectorizer,BERT
Desporto? Governo tomará decisões de forma a estar assegurada a segurança,"Dás Cabo de Mim
",Analogy,BERT,TFIDFVectorizer
Desporto? Governo tomará decisões de forma a estar assegurada a segurança,"O que é que eles toma ter feito
",Analogy,BERT,BERT
Desporto? Governo tomará decisões de forma a estar assegurada a segurança,"a ninguém toma, quem de nada está assegurada.
",Comp_Vec,TFIDFVectorizer,TFIDFVectorizer
Desporto? Governo tomará decisões de forma a estar assegurada a segurança,"caldo sem pão, assegurada no inferno o toma.
",Comp_Vec,TFIDFVectorizer,BERT
Desporto? Governo tomará decisões de forma a estar assegurada a segurança,"lua com halo de assegurada aparato, É molha certa prá gente de quarto.
",Comp_Vec,BERT,TFIDFVectorizer
Desporto? Governo tomará decisões de forma a estar assegurada a segurança,"sê assegurado de saber, e toma sábio.
",Comp_Vec,BERT,BERT
Desporto? Governo tomará decisões de forma a estar assegurada a segurança,"A Nossa Forma de Vida
",-,-,TFIDFVectorizer
Desporto? Governo tomará decisões de forma a estar assegurada a segurança,"O Bibliotecário: A Maldição do Cálice de Judas
",-,-,BERT
Trabalhadores da hotelaria e turismo há quase dois meses sem salários,"olho por olho, turismo por turismo.
",Substitution,TFIDFVectorizer,TFIDFVectorizer
Trabalhadores da hotelaria e turismo há quase dois meses sem salários,"Bela Vista - Ilha Habitada
",Substitution,TFIDFVectorizer,BERT
Trabalhadores da hotelaria e turismo há quase dois meses sem salários,"homem prevenido há por dois.
",Substitution,BERT,TFIDFVectorizer
Trabalhadores da hotelaria e turismo há quase dois meses sem salários,"não há última sem senão, nem feia sem sua graça.
",Substitution,BERT,BERT
Trabalhadores da hotelaria e turismo há quase dois meses sem salários,"não há turismo sem hotelaria.
",Analogy,TFIDFVectorizer,TFIDFVectorizer
Trabalhadores da hotelaria e turismo há quase dois meses sem salários,"nem tudo o que hotelaria é ouro.
",Analogy,TFIDFVectorizer,BERT
Trabalhadores da hotelaria e turismo há quase dois meses sem salários,"O Espião Sem Cara
",Analogy,BERT,TFIDFVectorizer
Trabalhadores da hotelaria e turismo há quase dois meses sem salários,"o trabalho dá hotelaria.
",Analogy,BERT,BERT
Trabalhadores da hotelaria e turismo há quase dois meses sem salários,"enquanto há hotelaria há esperança.
",Comp_Vec,TFIDFVectorizer,TFIDFVectorizer
Trabalhadores da hotelaria e turismo há quase dois meses sem salários,"turismo por turismo, dente por dente.
",Comp_Vec,TFIDFVectorizer,BERT
Trabalhadores da hotelaria e turismo há quase dois meses sem salários,"o turismo dá hotelaria.
",Comp_Vec,BERT,TFIDFVectorizer
Trabalhadores da hotelaria e turismo há quase dois meses sem salários,"dar a César o que é de César e a Deus o que é de Deus.
",Comp_Vec,BERT,BERT
Trabalhadores da hotelaria e turismo há quase dois meses sem salários,"não há dia sem tarde.
",-,-,TFIDFVectorizer
Trabalhadores da hotelaria e turismo há quase dois meses sem salários,"se o trabalho dá saúde, que trabalhem os doentes.
",-,-,BERT
GNR descontamina ambulâncias de todo o país,"todo o homem tem o seu país.
",Substitution,TFIDFVectorizer,TFIDFVectorizer
GNR descontamina ambulâncias de todo o país,"Os Sete Pecados Mortais
",Substitution,TFIDFVectorizer,BERT
GNR descontamina ambulâncias de todo o país,"Vai com o país
",Substitution,BERT,TFIDFVectorizer
GNR descontamina ambulâncias de todo o país,"Um Desejo de Natal
",Substitution,BERT,BERT
GNR descontamina ambulâncias de todo o país,"O País das Maravilhas
",Analogy,TFIDFVectorizer,TFIDFVectorizer
GNR descontamina ambulâncias de todo o país,"de doido e de louco todos temos um pouco.
",Analogy,TFIDFVectorizer,BERT
GNR descontamina ambulâncias de todo o país,"dinheiro não nasce nas ambulâncias.
",Analogy,BERT,TFIDFVectorizer
GNR descontamina ambulâncias de todo o país,"da minha atitude, a ambulância é minha.
",Analogy,BERT,BERT
GNR descontamina ambulâncias de todo o país,"a palavra é de ambulância e o silêncio é de país.
",Comp_Vec,TFIDFVectorizer,TFIDFVectorizer
GNR descontamina ambulâncias de todo o país,"país que nas juras de homem se fia, chora de noite e de dia.
",Comp_Vec,TFIDFVectorizer,BERT
GNR descontamina ambulâncias de todo o país,"a ambulância de Janeiro vale país.
",Comp_Vec,BERT,TFIDFVectorizer
GNR descontamina ambulâncias de todo o país,"Vénus, Ninfas e Sereias
",Comp_Vec,BERT,BERT
GNR descontamina ambulâncias de todo o país,"De Beirais Para o País
",-,-,TFIDFVectorizer
GNR descontamina ambulâncias de todo o país,"a ignorância da lei não desculpa a ninguém.
",-,-,BERT
Património Cultural propõe classificação do Mosteiro de Coz como monumento nacional,"Os dias ao monumento
",Substitution,TFIDFVectorizer,TFIDFVectorizer
Património Cultural propõe classificação do Mosteiro de Coz como monumento nacional,"O Pacto de Assassinato
",Substitution,TFIDFVectorizer,BERT
Património Cultural propõe classificação do Mosteiro de Coz como monumento nacional,"biscoito de freira, fanga de património.
",Substitution,BERT,TFIDFVectorizer
Património Cultural propõe classificação do Mosteiro de Coz como monumento nacional,"Até Que a Família nos Separe
",Substitution,BERT,BERT
Património Cultural propõe classificação do Mosteiro de Coz como monumento nacional,"Prémio Nacional de Música
",Analogy,TFIDFVectorizer,TFIDFVectorizer
Património Cultural propõe classificação do Mosteiro de Coz como monumento nacional,"A Rainha da Cocaína
",Analogy,TFIDFVectorizer,BERT
Património Cultural propõe classificação do Mosteiro de Coz como monumento nacional,"biscoito de terra, fanga de mosteiro.
",Analogy,BERT,TFIDFVectorizer
Património Cultural propõe classificação do Mosteiro de Coz como monumento nacional,"são mais as alcobaças que as nozes.
",Analogy,BERT,BERT
Património Cultural propõe classificação do Mosteiro de Coz como monumento nacional,"monumento de guerra, mentira como terra.
",Comp_Vec,TFIDFVectorizer,TFIDFVectorizer
Património Cultural propõe classificação do Mosteiro de Coz como monumento nacional,"Os mosteiros ao monumento
",Comp_Vec,TFIDFVectorizer,BERT
Património Cultural propõe classificação do Mosteiro de Coz como monumento nacional,"quem foge do mosteiro, foge do monumento.
",Comp_Vec,BERT,TFIDFVectorizer
Património Cultural propõe classificação do Mosteiro de Coz como monumento nacional,"Julgamento de um Poeta
",Comp_Vec,BERT,BERT
Património Cultural propõe classificação do Mosteiro de Coz como monumento nacional,"Prémio Nacional de Música
",-,-,TFIDFVectorizer
Património Cultural propõe classificação do Mosteiro de Coz como monumento nacional,"não vendas a pele do urso antes de o matar.
",-,-,BERT
Homem barrica-se após atacar uma empregada de limpeza com catana em Lisboa,"Uma Aventura em Lisboa
",Substitution,TFIDFVectorizer,TFIDFVectorizer
Homem barrica-se após atacar uma empregada de limpeza com catana em Lisboa,"com mulher louca, tê as mãos e cale-se a boca.
",Substitution,TFIDFVectorizer,BERT
Homem barrica-se após atacar uma empregada de limpeza com catana em Lisboa,"de homem em homem a galinha enche o papo.
",Substitution,BERT,TFIDFVectorizer
Homem barrica-se após atacar uma empregada de limpeza com catana em Lisboa,"raparigas de namorados, amores dobrados.
",Substitution,BERT,BERT
Homem barrica-se após atacar uma empregada de limpeza com catana em Lisboa,"Uma Aventura em Lisboa
",Analogy,TFIDFVectorizer,TFIDFVectorizer
Homem barrica-se após atacar uma empregada de limpeza com catana em Lisboa,"quebra galho é funchal gordo.
",Analogy,TFIDFVectorizer,BERT
Homem barrica-se após atacar uma empregada de limpeza com catana em Lisboa,"não se lisboa em ferro belém.
",Analogy,BERT,TFIDFVectorizer
Homem barrica-se após atacar uma empregada de limpeza com catana em Lisboa,"são mais as lisboas que as vozes.
",Analogy,BERT,BERT
Homem barrica-se após atacar uma empregada de limpeza com catana em Lisboa,"com lisboa louca, andem as mãos e cale-se a catana.
",Comp_Vec,TFIDFVectorizer,TFIDFVectorizer
Homem barrica-se após atacar uma empregada de limpeza com catana em Lisboa,"com catana louca, andem as mãos e cale-se a lisboa.
",Comp_Vec,TFIDFVectorizer,BERT
Homem barrica-se após atacar uma empregada de limpeza com catana em Lisboa,"de catana em catana a galinha enche o papo.
",Comp_Vec,BERT,TFIDFVectorizer
Homem barrica-se após atacar uma empregada de limpeza com catana em Lisboa,"a catana não se fez só para usar chapéu.
",Comp_Vec,BERT,BERT
Homem barrica-se após atacar uma empregada de limpeza com catana em Lisboa,"Uma Aventura em Lisboa
",-,-,TFIDFVectorizer
Homem barrica-se após atacar uma empregada de limpeza com catana em Lisboa,"receia-se menos um bravo em cólera, que um cobarde que dissimula.
",-,-,BERT
Praças europeias aguardam decisões dos bancos centrais e mercado petrolífero recupera.,"A Lei do Mercado
",Substitution,TFIDFVectorizer,TFIDFVectorizer
Praças europeias aguardam decisões dos bancos centrais e mercado petrolífero recupera.,"Na Escama do Dragão
",Substitution,TFIDFVectorizer,BERT
Praças europeias aguardam decisões dos bancos centrais e mercado petrolífero recupera.,"o primeiro mercado é dos pardais.
",Substitution,BERT,TFIDFVectorizer
Praças europeias aguardam decisões dos bancos centrais e mercado petrolífero recupera.,"da mão à praça vai-se a sopa.
",Substitution,BERT,BERT
Praças europeias aguardam decisões dos bancos centrais e mercado petrolífero recupera.,"a petrolífero não devas e a petrolífera não prometas.
",Analogy,TFIDFVectorizer,TFIDFVectorizer
Praças europeias aguardam decisões dos bancos centrais e mercado petrolífero recupera.,"Os Últimos Dias de Beirais
",Analogy,TFIDFVectorizer,BERT
Praças europeias aguardam decisões dos bancos centrais e mercado petrolífero recupera.,"zomba o petrolífero do cerealífero.
",Analogy,BERT,TFIDFVectorizer
Praças europeias aguardam decisões dos bancos centrais e mercado petrolífero recupera.,"agropecuário horizonte que relampeja, dia petrolífero, calma sobeja.
",Analogy,BERT,BERT
Praças europeias aguardam decisões dos bancos centrais e mercado petrolífero recupera.,"lisboa recupera praça de armas, Coimbra dos estudantes, Porto dos mercadores, Vila Real dos amantes.
",Comp_Vec,TFIDFVectorizer,TFIDFVectorizer
Praças europeias aguardam decisões dos bancos centrais e mercado petrolífero recupera.,"recupera sempre o melhor quinhão, a quem mais força teve, e não razão.
",Comp_Vec,TFIDFVectorizer,BERT
Praças europeias aguardam decisões dos bancos centrais e mercado petrolífero recupera.,"se o amor recupera petrolífero, não recupera verdadeiro.
",Comp_Vec,BERT,TFIDFVectorizer
Praças europeias aguardam decisões dos bancos centrais e mercado petrolífero recupera.,"A Cerveja É mais Barata do que a Terapia
",Comp_Vec,BERT,BERT
Praças europeias aguardam decisões dos bancos centrais e mercado petrolífero recupera.,"A Lei do Mercado
",-,-,TFIDFVectorizer
Praças europeias aguardam decisões dos bancos centrais e mercado petrolífero recupera.,"de lautas ceias estão as sepulturas cheias.
",-,-,BERT
Bancos preparam-se para dar menos crédito às famílias,"há banco para tudo menos para a morte.
",Substitution,TFIDFVectorizer,TFIDFVectorizer
Bancos preparam-se para dar menos crédito às famílias,"se não dá engordar come e bebe devagar.
",Substitution,TFIDFVectorizer,BERT
Bancos preparam-se para dar menos crédito às famílias,"bancos, bancos, negócios à parte.
",Substitution,BERT,TFIDFVectorizer
Bancos preparam-se para dar menos crédito às famílias,"fundas pequenas, altas e escuras são chuvas certas e seguras.
",Substitution,BERT,BERT
Bancos preparam-se para dar menos crédito às famílias,"há crédito para tudo menos para a morte.
",Analogy,TFIDFVectorizer,TFIDFVectorizer
Bancos preparam-se para dar menos crédito às famílias,"a água é tão útil às plantas como o crédito aos animais.
",Analogy,TFIDFVectorizer,BERT
Bancos preparam-se para dar menos crédito às famílias,"se fores a crédito, chegarás; se choutares, cansarás.
",Analogy,BERT,TFIDFVectorizer
Bancos preparam-se para dar menos crédito às famílias,"A Chuva Acalanta a Dor
",Analogy,BERT,BERT
Bancos preparam-se para dar menos crédito às famílias,"a água é tão útil às plantas como o alimento aos bancos.
",Comp_Vec,TFIDFVectorizer,TFIDFVectorizer
Bancos preparam-se para dar menos crédito às famílias,"O Homem da Gabardine
",Comp_Vec,TFIDFVectorizer,BERT
Bancos preparam-se para dar menos crédito às famílias,"bancos, bancos, créditos à parte.
",Comp_Vec,BERT,TFIDFVectorizer
Bancos preparam-se para dar menos crédito às famílias,"tens medo, compra um banco.
",Comp_Vec,BERT,BERT
Bancos preparam-se para dar menos crédito às famílias,"há remédio para tudo menos para a morte.
",-,-,TFIDFVectorizer
Bancos preparam-se para dar menos crédito às famílias,"Do Carvão aos Resíduos: O regresso a São Pedro da Cova
",-,-,BERT
