Headline,Generated_Expression,Generation_Method,First_Selection,Final_Selection
Supremo suspende nomeação de amigo de Bolsonaro para a polícia,"a polícia de ouro
",Substitution,TFIDFVectorizer,TFIDFVectorizer
Supremo suspende nomeação de amigo de Bolsonaro para a polícia,"com teu nomeio não jogues as peras, porque ele come as maduras e deixa-te as verdes.
",Substitution,TFIDFVectorizer,BERT
Supremo suspende nomeação de amigo de Bolsonaro para a polícia,"meio polícia de pedra
",Substitution,BERT,TFIDFVectorizer
Supremo suspende nomeação de amigo de Bolsonaro para a polícia,"posfácio nas filhas canhão
",Substitution,BERT,BERT
Supremo suspende nomeação de amigo de Bolsonaro para a polícia,"guardado está o bocado para quem o há de suspenda.
",Analogy,TFIDFVectorizer,TFIDFVectorizer
Supremo suspende nomeação de amigo de Bolsonaro para a polícia,"revogá, suspenda e correr depressa
",Analogy,TFIDFVectorizer,BERT
Supremo suspende nomeação de amigo de Bolsonaro para a polícia,"em tempo de guerra não se suspendam armas.
",Analogy,BERT,TFIDFVectorizer
Supremo suspende nomeação de amigo de Bolsonaro para a polícia,"achas que suspende pensá?
",Analogy,BERT,BERT
Supremo suspende nomeação de amigo de Bolsonaro para a polícia,"suspendam de nomeação de seus pais
",Comp_Vec,TFIDFVectorizer,TFIDFVectorizer
Supremo suspende nomeação de amigo de Bolsonaro para a polícia,"vão-se os anéis suspendam os dedos.
",Comp_Vec,TFIDFVectorizer,BERT
Supremo suspende nomeação de amigo de Bolsonaro para a polícia,"para a nomeação não suspenda pão duro.
",Comp_Vec,BERT,TFIDFVectorizer
Supremo suspende nomeação de amigo de Bolsonaro para a polícia,"à medida que se suspenda a nomeação, aumenta-se a inteligência.
",Comp_Vec,BERT,BERT
Supremo suspende nomeação de amigo de Bolsonaro para a polícia,"amigo do seu amigo meu amigo é.
",-,-,TFIDFVectorizer
Supremo suspende nomeação de amigo de Bolsonaro para a polícia,"de grão em grão a galinha enche o papo.
",-,-,BERT
Livros: Rubem Fonseca: um mestre das pequenas tragédias quotidianas,"um burro carregado de livros é um mestre.
",Substitution,TFIDFVectorizer,TFIDFVectorizer
Livros: Rubem Fonseca: um mestre das pequenas tragédias quotidianas,"uma luz na agruras
",Substitution,TFIDFVectorizer,BERT
Livros: Rubem Fonseca: um mestre das pequenas tragédias quotidianas,"nuvens pequenas, altas e escuras são chuvas certas e quotidianas.
",Substitution,BERT,TFIDFVectorizer
Livros: Rubem Fonseca: um mestre das pequenas tragédias quotidianas,"a mãe de cartão
",Substitution,BERT,BERT
Livros: Rubem Fonseca: um mestre das pequenas tragédias quotidianas,"o homem das pernas quotidianas
",Analogy,TFIDFVectorizer,TFIDFVectorizer
Livros: Rubem Fonseca: um mestre das pequenas tragédias quotidianas,"as cidades quotidianas da cotidiana
",Analogy,TFIDFVectorizer,BERT
Livros: Rubem Fonseca: um mestre das pequenas tragédias quotidianas,"queres um conselho, pede-o ao quotidiano.
",Analogy,BERT,TFIDFVectorizer
Livros: Rubem Fonseca: um mestre das pequenas tragédias quotidianas,"águas quotidianas e outras ausências
",Analogy,BERT,BERT
Livros: Rubem Fonseca: um mestre das pequenas tragédias quotidianas,"nuvens quotidianas, altas e escuras são tragédias certas e seguras.
",Comp_Vec,TFIDFVectorizer,TFIDFVectorizer
Livros: Rubem Fonseca: um mestre das pequenas tragédias quotidianas,"quando tudo é interessante, tragédia alguma interessa.
",Comp_Vec,TFIDFVectorizer,BERT
Livros: Rubem Fonseca: um mestre das pequenas tragédias quotidianas,"de couves quotidianas, mulheres nuas e lautas ceias estão as sepulturas tragédias.
",Comp_Vec,BERT,TFIDFVectorizer
Livros: Rubem Fonseca: um mestre das pequenas tragédias quotidianas,"a água quotidiana, na terra tragédia, é doce.
",Comp_Vec,BERT,BERT
Livros: Rubem Fonseca: um mestre das pequenas tragédias quotidianas,"academia das pequenas bruxas
",-,-,TFIDFVectorizer
Livros: Rubem Fonseca: um mestre das pequenas tragédias quotidianas,"vaticano: o rosto oculto do estado mais pequeno do mundo
",-,-,BERT
Europa prepara retoma gradual da atividade económica,"gente da minha continente - europa
",Substitution,TFIDFVectorizer,TFIDFVectorizer
Europa prepara retoma gradual da atividade económica,"valete: continente de máscaras
",Substitution,TFIDFVectorizer,BERT
Europa prepara retoma gradual da atividade económica,"quem muito espera retoma.
",Substitution,BERT,TFIDFVectorizer
Europa prepara retoma gradual da atividade económica,"europeu de uma inspectora do livro de recordes
",Substitution,BERT,BERT
Europa prepara retoma gradual da atividade económica,"da europa e da união
",Analogy,TFIDFVectorizer,TFIDFVectorizer
Europa prepara retoma gradual da atividade económica,"a melhor europa da história da união
",Analogy,TFIDFVectorizer,BERT
Europa prepara retoma gradual da atividade económica,"o país da europa
",Analogy,BERT,TFIDFVectorizer
Europa prepara retoma gradual da atividade económica,"boa é a união, bom é o sável, bom é o salmão - quando da sazão.
",Analogy,BERT,BERT
Europa prepara retoma gradual da atividade económica,"o gradual é a europa
",Comp_Vec,TFIDFVectorizer,TFIDFVectorizer
Europa prepara retoma gradual da atividade económica,"a europa da senhora peregrine para crianças graduais
",Comp_Vec,TFIDFVectorizer,BERT
Europa prepara retoma gradual da atividade económica,"europa direita, vem gradual. europa de cão traz furacão.
",Comp_Vec,BERT,TFIDFVectorizer
Europa prepara retoma gradual da atividade económica,"gradual de uma inspectora do livro de recordes
",Comp_Vec,BERT,BERT
Europa prepara retoma gradual da atividade económica,"gente da minha terra - europa
",-,-,TFIDFVectorizer
Europa prepara retoma gradual da atividade económica,"a boca do ambicioso só se fecha com terra de sepultura.
",-,-,BERT
Desporto? Governo tomará decisões de forma a estar assegurada a segurança,"o desporto de sonhos
",Substitution,TFIDFVectorizer,TFIDFVectorizer
Desporto? Governo tomará decisões de forma a estar assegurada a segurança,"falta país no teu olhar
",Substitution,TFIDFVectorizer,BERT
Desporto? Governo tomará decisões de forma a estar assegurada a segurança,"o governo de zombies
",Substitution,BERT,TFIDFVectorizer
Desporto? Governo tomará decisões de forma a estar assegurada a segurança,"não se pode fazer a par - comer e tomá.
",Substitution,BERT,BERT
Desporto? Governo tomará decisões de forma a estar assegurada a segurança,"cada um toma de si, e deus de todos.
",Analogy,TFIDFVectorizer,TFIDFVectorizer
Desporto? Governo tomará decisões de forma a estar assegurada a segurança,"devemos tomá a opinião dos outros
",Analogy,TFIDFVectorizer,BERT
Desporto? Governo tomará decisões de forma a estar assegurada a segurança,"a providência de tomá
",Analogy,BERT,TFIDFVectorizer
Desporto? Governo tomará decisões de forma a estar assegurada a segurança,"o vinho faz bem aos homens quando são as mulheres que o tomam.
",Analogy,BERT,BERT
Desporto? Governo tomará decisões de forma a estar assegurada a segurança,"só é assegurada, quem se toma por assegurada.
",Comp_Vec,TFIDFVectorizer,TFIDFVectorizer
Desporto? Governo tomará decisões de forma a estar assegurada a segurança,"saco assegurado não se toma de pé.
",Comp_Vec,TFIDFVectorizer,BERT
Desporto? Governo tomará decisões de forma a estar assegurada a segurança,"quem se não tome não é filho de assegurada gente.
",Comp_Vec,BERT,TFIDFVectorizer
Desporto? Governo tomará decisões de forma a estar assegurada a segurança,"fevereiro assegurada toma o diabo no ventre.
",Comp_Vec,BERT,BERT
Desporto? Governo tomará decisões de forma a estar assegurada a segurança,"a nossa forma de vida
",-,-,TFIDFVectorizer
Desporto? Governo tomará decisões de forma a estar assegurada a segurança,"o bibliotecário: a maldição do cálice de judas
",-,-,BERT
Trabalhadores da hotelaria e turismo há quase dois meses sem salários,"há turismo e turismo
",Substitution,TFIDFVectorizer,TFIDFVectorizer
Trabalhadores da hotelaria e turismo há quase dois meses sem salários,"os instrumentos últimos: cidade dos ossos
",Substitution,TFIDFVectorizer,BERT
Trabalhadores da hotelaria e turismo há quase dois meses sem salários,"salários de amor, salários de um dia.
",Substitution,BERT,TFIDFVectorizer
Trabalhadores da hotelaria e turismo há quase dois meses sem salários,"mais vale uma vista do dia, que cem brados do abegão.
",Substitution,BERT,BERT
Trabalhadores da hotelaria e turismo há quase dois meses sem salários,"não há turismo sem hotelaria.
",Analogy,TFIDFVectorizer,TFIDFVectorizer
Trabalhadores da hotelaria e turismo há quase dois meses sem salários,"o catering do fim
",Analogy,TFIDFVectorizer,BERT
Trabalhadores da hotelaria e turismo há quase dois meses sem salários,"há turismo na hotelaria
",Analogy,BERT,TFIDFVectorizer
Trabalhadores da hotelaria e turismo há quase dois meses sem salários,"o homem do turismo
",Analogy,BERT,BERT
Trabalhadores da hotelaria e turismo há quase dois meses sem salários,"enquanto há hotelaria há esperança.
",Comp_Vec,TFIDFVectorizer,TFIDFVectorizer
Trabalhadores da hotelaria e turismo há quase dois meses sem salários,"a hotelaria do homem que casou com uma mulher muda
",Comp_Vec,TFIDFVectorizer,BERT
Trabalhadores da hotelaria e turismo há quase dois meses sem salários,"da hotelaria, o figo é bom turismo.
",Comp_Vec,BERT,TFIDFVectorizer
Trabalhadores da hotelaria e turismo há quase dois meses sem salários,"todo o burro come hotelaria, a questão é saber-lha dar.
",Comp_Vec,BERT,BERT
Trabalhadores da hotelaria e turismo há quase dois meses sem salários,"não há dia sem tarde.
",-,-,TFIDFVectorizer
Trabalhadores da hotelaria e turismo há quase dois meses sem salários,"se o trabalho dá saúde, que trabalhem os doentes.
",-,-,BERT
GNR descontamina ambulâncias de todo o país,"ambulâncias a passo de cágado
",Substitution,TFIDFVectorizer,TFIDFVectorizer
GNR descontamina ambulâncias de todo o país,"todo o hospital tem o seu preço.
",Substitution,TFIDFVectorizer,BERT
GNR descontamina ambulâncias de todo o país,"as ambulâncias do jogo
",Substitution,BERT,TFIDFVectorizer
GNR descontamina ambulâncias de todo o país,"o governo do jardim
",Substitution,BERT,BERT
GNR descontamina ambulâncias de todo o país,"a ambulância: a viatura de um país
",Analogy,TFIDFVectorizer,TFIDFVectorizer
GNR descontamina ambulâncias de todo o país,"quem não tem ambulância, todo o mundo é seu.
",Analogy,TFIDFVectorizer,BERT
GNR descontamina ambulâncias de todo o país,"o caminhão de ambulâncias
",Analogy,BERT,TFIDFVectorizer
GNR descontamina ambulâncias de todo o país,"azeite de cima, autocarro do meio e vinho do fundo, não enganam o mundo.
",Analogy,BERT,BERT
GNR descontamina ambulâncias de todo o país,"ambulâncias, país ... e gatos
",Comp_Vec,TFIDFVectorizer,TFIDFVectorizer
GNR descontamina ambulâncias de todo o país,"país, sou uma ambulância de sucesso
",Comp_Vec,TFIDFVectorizer,BERT
GNR descontamina ambulâncias de todo o país,"refrigerantes e ambulâncias de país
",Comp_Vec,BERT,TFIDFVectorizer
GNR descontamina ambulâncias de todo o país,"a mulher de país tem que ser, não basta parecer.
",Comp_Vec,BERT,BERT
GNR descontamina ambulâncias de todo o país,"de beirais para o país
",-,-,TFIDFVectorizer
GNR descontamina ambulâncias de todo o país,"a ignorância da lei não desculpa a ninguém.
",-,-,BERT
Património Cultural propõe classificação do Mosteiro de Coz como monumento nacional,"património nacional de música
",Substitution,TFIDFVectorizer,TFIDFVectorizer
Património Cultural propõe classificação do Mosteiro de Coz como monumento nacional,"um edifício entre as mantas
",Substitution,TFIDFVectorizer,BERT
Património Cultural propõe classificação do Mosteiro de Coz como monumento nacional,"só é cultural, quem se tem por cultural.
",Substitution,BERT,TFIDFVectorizer
Património Cultural propõe classificação do Mosteiro de Coz como monumento nacional,"dos homens sem preservação
",Substitution,BERT,BERT
Património Cultural propõe classificação do Mosteiro de Coz como monumento nacional,"mosteiro nacional de monja
",Analogy,TFIDFVectorizer,TFIDFVectorizer
Património Cultural propõe classificação do Mosteiro de Coz como monumento nacional,"mosteiros com convento: a peça
",Analogy,TFIDFVectorizer,BERT
Património Cultural propõe classificação do Mosteiro de Coz como monumento nacional,"assim como vive o mosteiro, vivem os vassalos.
",Analogy,BERT,TFIDFVectorizer
Património Cultural propõe classificação do Mosteiro de Coz como monumento nacional,"outra monja de luta
",Analogy,BERT,BERT
Património Cultural propõe classificação do Mosteiro de Coz como monumento nacional,"a mosteiro da bandeira nacional
",Comp_Vec,TFIDFVectorizer,TFIDFVectorizer
Património Cultural propõe classificação do Mosteiro de Coz como monumento nacional,"não me cortes o monumento que meu pai me penteou
",Comp_Vec,TFIDFVectorizer,BERT
Património Cultural propõe classificação do Mosteiro de Coz como monumento nacional,"o mosteiro do monumento
",Comp_Vec,BERT,TFIDFVectorizer
Património Cultural propõe classificação do Mosteiro de Coz como monumento nacional,"mais vale um gosto na vida que dez monumentos na algibeira.
",Comp_Vec,BERT,BERT
Património Cultural propõe classificação do Mosteiro de Coz como monumento nacional,"prémio nacional de música
",-,-,TFIDFVectorizer
Património Cultural propõe classificação do Mosteiro de Coz como monumento nacional,"não vendas a pele do urso antes de o matar.
",-,-,BERT
Homem barrica-se após atacar uma empregada de limpeza com catana em Lisboa,"uma mulher em lisboa
",Substitution,TFIDFVectorizer,TFIDFVectorizer
Homem barrica-se após atacar uma empregada de limpeza com catana em Lisboa,"um dia português para casar
",Substitution,TFIDFVectorizer,BERT
Homem barrica-se após atacar uma empregada de limpeza com catana em Lisboa,"oh lisboa, meu homem
",Substitution,BERT,TFIDFVectorizer
Homem barrica-se após atacar uma empregada de limpeza com catana em Lisboa,"se defende bom conselheiro, consulta o travesseiro.
",Substitution,BERT,BERT
Homem barrica-se após atacar uma empregada de limpeza com catana em Lisboa,"um homem com lisboa
",Analogy,TFIDFVectorizer,TFIDFVectorizer
Homem barrica-se após atacar uma empregada de limpeza com catana em Lisboa,"a queda de uma lisboa: a história da frente de altura da terra
",Analogy,TFIDFVectorizer,BERT
Homem barrica-se após atacar uma empregada de limpeza com catana em Lisboa,"o homem das lisboas
",Analogy,BERT,TFIDFVectorizer
Homem barrica-se após atacar uma empregada de limpeza com catana em Lisboa,"uma lisboa de funchal puro
",Analogy,BERT,BERT
Homem barrica-se após atacar uma empregada de limpeza com catana em Lisboa,"um homem com catana
",Comp_Vec,TFIDFVectorizer,TFIDFVectorizer
Homem barrica-se após atacar uma empregada de limpeza com catana em Lisboa,"os catana da fuga
",Comp_Vec,TFIDFVectorizer,BERT
Homem barrica-se após atacar uma empregada de limpeza com catana em Lisboa,"de catana em catana a galinha enche o papo.
",Comp_Vec,BERT,TFIDFVectorizer
Homem barrica-se após atacar uma empregada de limpeza com catana em Lisboa,"a catana do pijama
",Comp_Vec,BERT,BERT
Homem barrica-se após atacar uma empregada de limpeza com catana em Lisboa,"uma aventura em lisboa
",-,-,TFIDFVectorizer
Homem barrica-se após atacar uma empregada de limpeza com catana em Lisboa,"receia-se menos um bravo em cólera, que um cobarde que dissimula.
",-,-,BERT
Praças europeias aguardam decisões dos bancos centrais e mercado petrolífero recupera.,"a escovita dos bancos
",Substitution,TFIDFVectorizer,TFIDFVectorizer
Praças europeias aguardam decisões dos bancos centrais e mercado petrolífero recupera.,"o rei da vez
",Substitution,TFIDFVectorizer,BERT
Praças europeias aguardam decisões dos bancos centrais e mercado petrolífero recupera.,"praças de amor, praças de um dia.
",Substitution,BERT,TFIDFVectorizer
Praças europeias aguardam decisões dos bancos centrais e mercado petrolífero recupera.,"só se lembra santa bárbara quando recupera.
",Substitution,BERT,BERT
Praças europeias aguardam decisões dos bancos centrais e mercado petrolífero recupera.,"petrolífero de um petróleo
",Analogy,TFIDFVectorizer,TFIDFVectorizer
Praças europeias aguardam decisões dos bancos centrais e mercado petrolífero recupera.,"o ciclone e eu - aventura petrolífero
",Analogy,TFIDFVectorizer,BERT
Praças europeias aguardam decisões dos bancos centrais e mercado petrolífero recupera.,"o petrolífero entre nós
",Analogy,BERT,TFIDFVectorizer
Praças europeias aguardam decisões dos bancos centrais e mercado petrolífero recupera.,"só se lembra petrolífera bárbara quando troveja.
",Analogy,BERT,BERT
Praças europeias aguardam decisões dos bancos centrais e mercado petrolífero recupera.,"lisboa recupera praça de armas, coimbra dos estudantes, porto dos mercadores, vila petrolífero dos amantes.
",Comp_Vec,TFIDFVectorizer,TFIDFVectorizer
Praças europeias aguardam decisões dos bancos centrais e mercado petrolífero recupera.,"lisboa recupera praça de armas, coimbra dos estudantes, porto dos mercadores, vila petrolífero dos amantes.
",Comp_Vec,TFIDFVectorizer,BERT
Praças europeias aguardam decisões dos bancos centrais e mercado petrolífero recupera.,"a vida recupera petrolífero
",Comp_Vec,BERT,TFIDFVectorizer
Praças europeias aguardam decisões dos bancos centrais e mercado petrolífero recupera.,"a cabeça não recupera petrolífero para usar boné.
",Comp_Vec,BERT,BERT
Praças europeias aguardam decisões dos bancos centrais e mercado petrolífero recupera.,"a lei do mercado
",-,-,TFIDFVectorizer
Praças europeias aguardam decisões dos bancos centrais e mercado petrolífero recupera.,"de lautas ceias estão as sepulturas cheias.
",-,-,BERT
Bancos preparam-se para dar menos crédito às famílias,"há banco para tudo menos para a morte.
",Substitution,TFIDFVectorizer,TFIDFVectorizer
Bancos preparam-se para dar menos crédito às famílias,"uma mão lava a outra e as duas lavam o fundo.
",Substitution,TFIDFVectorizer,BERT
Bancos preparam-se para dar menos crédito às famílias,"bancos, bancos, negócios à parte.
",Substitution,BERT,TFIDFVectorizer
Bancos preparam-se para dar menos crédito às famílias,"a beleza está nos olhos de quem dá.
",Substitution,BERT,BERT
Bancos preparam-se para dar menos crédito às famílias,"há crédito para tudo menos para a morte.
",Analogy,TFIDFVectorizer,TFIDFVectorizer
Bancos preparam-se para dar menos crédito às famílias,"a escolha do prazo
",Analogy,TFIDFVectorizer,BERT
Bancos preparam-se para dar menos crédito às famílias,"a cabeça não serve só para usar crédito.
",Analogy,BERT,TFIDFVectorizer
Bancos preparam-se para dar menos crédito às famílias,"crédito que dorme, vira bolsa.
",Analogy,BERT,BERT
Bancos preparam-se para dar menos crédito às famílias,"o crédito nasce para todos, e a sombra para poucos.
",Comp_Vec,TFIDFVectorizer,TFIDFVectorizer
Bancos preparam-se para dar menos crédito às famílias,"uma mão lava a outra e as duas lavam o banco.
",Comp_Vec,TFIDFVectorizer,BERT
Bancos preparam-se para dar menos crédito às famílias,"bancos, bancos, créditos à parte.
",Comp_Vec,BERT,TFIDFVectorizer
Bancos preparam-se para dar menos crédito às famílias,"o crédito não tem lei.
",Comp_Vec,BERT,BERT
Bancos preparam-se para dar menos crédito às famílias,"há remédio para tudo menos para a morte.
",-,-,TFIDFVectorizer
Bancos preparam-se para dar menos crédito às famílias,"do carvão aos resíduos: o regresso a são pedro da cova
",-,-,BERT
